ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2020-01-02 00:00:00+00:00,35,43,15925,116.68,117.2,116.68,117.2,578568,TIP
2020-01-03 00:00:00+00:00,35,43,15925,117.5,117.9,117.45,117.68,207152,TIP
2020-01-06 00:00:00+00:00,35,43,15925,117.4,117.84,117.34,117.38,237852,TIP
2020-01-07 00:00:00+00:00,35,43,15925,117.25,117.25,116.95,116.95,142830,TIP
2020-01-08 00:00:00+00:00,35,43,15925,117.2,117.2,116.77,116.91,390138,TIP
2020-01-09 00:00:00+00:00,35,43,15925,117.17,117.17,116.58,116.9,258555,TIP
2020-01-10 00:00:00+00:00,35,43,15925,117.05,117.27,117.04,117.22,1179177,TIP
2020-01-13 00:00:00+00:00,35,43,15925,117.17,117.271,117.05,117.23,776533,TIP
2020-01-14 00:00:00+00:00,35,43,15925,117.28,117.425,117.26,117.39,257123,TIP
2020-01-15 00:00:00+00:00,35,43,15925,117.56,117.6,117.48,117.48,240806,TIP
2020-01-16 00:00:00+00:00,35,43,15925,117.47,117.47,117.285,117.3,226215,TIP
2020-01-17 00:00:00+00:00,35,43,15925,117.35,117.35,117.03,117.1,204907,TIP
2020-01-21 00:00:00+00:00,35,43,15925,117.12,117.535,117.12,117.48,167630,TIP
2020-01-22 00:00:00+00:00,35,43,15925,117.5,117.58,117.399,117.4,129119,TIP
2020-01-23 00:00:00+00:00,35,43,15925,117.62,117.741,117.601,117.64,113922,TIP
2020-01-24 00:00:00+00:00,35,43,15925,117.74,117.969,117.74,117.9,188219,TIP
2020-01-27 00:00:00+00:00,35,43,15925,117.83,118.24,117.83,118.17,136652,TIP
2020-01-28 00:00:00+00:00,35,43,15925,118.17,118.2,117.99,118.16,199213,TIP
2020-01-29 00:00:00+00:00,35,43,15925,118.13,118.51,118.13,118.42,180931,TIP
2020-01-30 00:00:00+00:00,35,43,15925,118.48,118.85,118.36,118.55,259844,TIP
2020-01-31 00:00:00+00:00,35,43,15925,118.55,119.1,118.55,119.1,174618,TIP
2020-02-03 00:00:00+00:00,35,43,15925,117.72,118.675,117.72,118.65,438348,TIP
2020-02-04 00:00:00+00:00,35,43,15925,118.3,118.33,118.03,118.14,302968,TIP
2020-02-05 00:00:00+00:00,35,43,15925,117.95,117.969,117.79,117.79,412390,TIP
2020-02-06 00:00:00+00:00,35,43,15925,117.8,118.041,117.8,118.01,223408,TIP
2020-02-07 00:00:00+00:00,35,43,15925,118.29,118.5,118.275,118.5,156922,TIP
2020-02-10 00:00:00+00:00,35,43,15925,118.41,118.731,118.41,118.67,112203,TIP
2020-02-11 00:00:00+00:00,35,43,15925,118.21,118.6,118.21,118.32,133846,TIP
2020-02-12 00:00:00+00:00,35,43,15925,118.1,118.25,118.06,118.06,981308,TIP
2020-02-13 00:00:00+00:00,35,43,15925,118.48,118.5,118.36,118.45,403736,TIP
2020-02-14 00:00:00+00:00,35,43,15925,118.57,118.64,118.511,118.54,157642,TIP
2020-02-18 00:00:00+00:00,35,43,15925,118.69,118.86,118.64,118.8,192357,TIP
2020-02-19 00:00:00+00:00,35,43,15925,118.78,118.799,118.66,118.75,193366,TIP
2020-02-20 00:00:00+00:00,35,43,15925,118.83,118.98,118.8,118.98,119053,TIP
2020-02-21 00:00:00+00:00,35,43,15925,119.0,119.329,119.0,119.2,195693,TIP
2020-02-24 00:00:00+00:00,35,43,15925,119.2,119.825,119.2,119.75,298911,TIP
2020-02-25 00:00:00+00:00,35,43,15925,119.75,119.92,119.0,119.0,240308,TIP
2020-02-26 00:00:00+00:00,35,43,15925,119.39,119.78,119.25,119.49,385563,TIP
2020-02-27 00:00:00+00:00,35,43,15925,119.9,119.97,119.635,119.84,582433,TIP
2020-02-28 00:00:00+00:00,35,43,15925,119.99,120.485,119.35,120.12,1021375,TIP
2020-03-02 00:00:00+00:00,35,43,15925,120.3,120.81,118.75,120.21,7474148,TIP
2020-03-03 00:00:00+00:00,35,43,15925,120.31,122.14,120.25,121.53,1423000,TIP
2020-03-04 00:00:00+00:00,35,43,15925,121.5,121.97,121.24,121.55,903199,TIP
2020-03-05 00:00:00+00:00,35,43,15925,121.75,122.081,121.65,121.85,1402440,TIP
2020-03-06 00:00:00+00:00,35,43,15925,122.0,123.14,122.0,122.54,1012398,TIP
2020-03-09 00:00:00+00:00,35,43,15925,122.78,123.04,119.92,120.0,860869,TIP
2020-03-10 00:00:00+00:00,35,43,15925,120.0,120.53,116.3,117.47,3135893,TIP
2020-03-11 00:00:00+00:00,35,43,15925,117.35,117.48,113.5,114.69,2293757,TIP
2020-03-12 00:00:00+00:00,35,43,15925,113.94,118.36,107.76,114.54,3266309,TIP
2020-03-13 00:00:00+00:00,35,43,15925,113.67,115.89,113.67,114.12,1706183,TIP
2020-03-16 00:00:00+00:00,35,43,15925,113.74,114.12,112.59,113.39,1192733,TIP
2020-03-17 00:00:00+00:00,35,43,15925,113.18,114.38,110.1,110.1,1622389,TIP
2020-03-18 00:00:00+00:00,35,43,15925,110.0,111.33,108.37,108.96,1096803,TIP
2020-03-19 00:00:00+00:00,35,43,15925,109.64,111.08,109.64,110.92,567170,TIP
2020-03-20 00:00:00+00:00,35,43,15925,112.15,116.1,111.0,115.86,1044551,TIP
2020-03-23 00:00:00+00:00,35,43,15925,116.01,118.05,115.42,118.04,1348707,TIP
2020-03-24 00:00:00+00:00,35,43,15925,118.1,119.14,117.0,118.11,1184931,TIP
2020-03-25 00:00:00+00:00,35,43,15925,118.71,119.89,118.53,119.25,655668,TIP
2020-03-26 00:00:00+00:00,35,43,15925,120.28,121.69,119.49,119.86,1168917,TIP
2020-03-27 00:00:00+00:00,35,43,15925,120.0,120.35,118.53,120.25,691800,TIP
2020-03-30 00:00:00+00:00,35,43,15925,120.15,120.38,118.3,118.34,737442,TIP
2020-03-31 00:00:00+00:00,35,43,15925,118.93,118.99,117.76,117.92,742657,TIP
2020-04-01 00:00:00+00:00,35,43,15925,118.17,119.09,118.17,118.9,5045382,TIP
2020-04-02 00:00:00+00:00,35,43,15925,118.82,120.551,118.82,120.27,493481,TIP
2020-04-03 00:00:00+00:00,35,43,15925,121.36,122.0,120.81,122.0,476244,TIP
2020-04-06 00:00:00+00:00,35,43,15925,121.47,121.515,121.03,121.45,508621,TIP
2020-04-07 00:00:00+00:00,35,43,15925,120.5,121.51,120.5,121.17,423911,TIP
2020-04-08 00:00:00+00:00,35,43,15925,121.04,121.29,120.26,120.51,914310,TIP
2020-04-09 00:00:00+00:00,35,43,15925,120.32,121.83,120.32,121.5,413285,TIP
2020-04-13 00:00:00+00:00,35,43,15925,121.62,121.89,121.59,121.75,196807,TIP
2020-04-14 00:00:00+00:00,35,43,15925,121.75,122.35,121.75,122.01,369064,TIP
2020-04-15 00:00:00+00:00,35,43,15925,122.58,122.65,122.12,122.24,241891,TIP
2020-04-16 00:00:00+00:00,35,43,15925,122.24,122.35,120.93,121.18,300007,TIP
2020-04-17 00:00:00+00:00,35,43,15925,121.2,121.41,120.35,120.6,259746,TIP
2020-04-20 00:00:00+00:00,35,43,15925,120.6,121.01,119.97,120.0,480031,TIP
2020-04-21 00:00:00+00:00,35,43,15925,120.0,121.06,119.9,120.84,215085,TIP
2020-04-22 00:00:00+00:00,35,43,15925,121.08,121.57,120.85,121.57,420042,TIP
2020-04-23 00:00:00+00:00,35,43,15925,121.57,121.9,121.35,121.5,948576,TIP
2020-04-24 00:00:00+00:00,35,43,15925,121.63,122.22,121.55,122.19,299971,TIP
2020-04-27 00:00:00+00:00,35,43,15925,122.19,122.29,121.92,121.94,853640,TIP
2020-04-28 00:00:00+00:00,35,43,15925,121.99,122.445,121.99,122.37,354006,TIP
2020-04-29 00:00:00+00:00,35,43,15925,122.27,122.46,122.1,122.22,814785,TIP
2020-04-30 00:00:00+00:00,35,43,15925,122.31,122.31,121.17,121.17,774744,TIP
2020-05-01 00:00:00+00:00,35,43,15925,121.03,121.75,120.64,121.75,564516,TIP
2020-05-04 00:00:00+00:00,35,43,15925,121.17,121.3,121.01,121.14,374805,TIP
2020-05-05 00:00:00+00:00,35,43,15925,121.04,121.37,120.91,121.2,663409,TIP
2020-05-06 00:00:00+00:00,35,43,15925,121.03,121.03,120.62,120.85,536384,TIP
2020-05-07 00:00:00+00:00,35,43,15925,120.91,121.535,120.851,121.44,288425,TIP
2020-05-08 00:00:00+00:00,35,43,15925,121.37,121.54,121.24,121.4,203144,TIP
2020-05-11 00:00:00+00:00,35,43,15925,121.46,121.46,120.98,120.98,196455,TIP
2020-05-12 00:00:00+00:00,35,43,15925,121.06,121.17,120.859,121.09,278045,TIP
2020-05-13 00:00:00+00:00,35,43,15925,121.23,121.43,121.03,121.2,224818,TIP
2020-05-14 00:00:00+00:00,35,43,15925,121.24,121.4,121.12,121.25,194075,TIP
2020-05-15 00:00:00+00:00,35,43,15925,121.46,121.58,121.34,121.58,156023,TIP
2020-05-18 00:00:00+00:00,35,43,15925,121.45,121.69,121.3,121.55,314167,TIP
2020-05-19 00:00:00+00:00,35,43,15925,121.44,121.56,121.37,121.38,229183,TIP
2020-05-20 00:00:00+00:00,35,43,15925,121.38,122.0,121.38,122.0,207961,TIP
2020-05-21 00:00:00+00:00,35,43,15925,121.71,121.97,121.53,121.63,221321,TIP
2020-05-22 00:00:00+00:00,35,43,15925,121.58,121.75,121.49,121.7,242401,TIP
2020-05-26 00:00:00+00:00,35,43,15925,121.4,121.6,121.25,121.25,279871,TIP
2020-05-27 00:00:00+00:00,35,43,15925,121.1,121.515,120.65,121.23,277111,TIP
2020-05-28 00:00:00+00:00,35,43,15925,121.4,121.77,121.34,121.75,195756,TIP
2020-05-29 00:00:00+00:00,35,43,15925,121.78,121.98,121.6,121.81,528779,TIP
2020-06-01 00:00:00+00:00,35,43,15925,122.01,122.01,121.7,121.91,280298,TIP
2020-06-02 00:00:00+00:00,35,43,15925,121.9,121.93,121.53,121.69,372569,TIP
2020-06-03 00:00:00+00:00,35,43,15925,121.5,121.9,121.08,121.9,601818,TIP
2020-06-04 00:00:00+00:00,35,43,15925,121.28,121.28,120.799,120.8,398611,TIP
2020-06-05 00:00:00+00:00,35,43,15925,120.78,120.83,120.26,120.81,264723,TIP
2020-06-08 00:00:00+00:00,35,43,15925,120.7,121.07,120.7,121.0,234856,TIP
2020-06-09 00:00:00+00:00,35,43,15925,121.31,121.68,121.17,121.19,379414,TIP
2020-06-10 00:00:00+00:00,35,43,15925,121.59,122.15,121.57,122.12,455342,TIP
2020-06-11 00:00:00+00:00,35,43,15925,122.1,122.45,122.1,122.19,290156,TIP
2020-06-12 00:00:00+00:00,35,43,15925,122.15,122.15,121.775,121.83,480806,TIP
2020-06-15 00:00:00+00:00,35,43,15925,121.94,122.06,121.83,121.88,504633,TIP
2020-06-16 00:00:00+00:00,35,43,15925,121.71,121.97,121.52,121.9,586610,TIP
2020-06-17 00:00:00+00:00,35,43,15925,121.71,121.81,121.59,121.74,293504,TIP
2020-06-18 00:00:00+00:00,35,43,15925,121.78,122.36,121.78,122.29,338391,TIP
2020-06-19 00:00:00+00:00,35,43,15925,122.21,122.53,122.18,122.49,266329,TIP
2020-06-22 00:00:00+00:00,35,43,15925,122.85,122.85,122.58,122.84,359174,TIP
2020-06-23 00:00:00+00:00,35,43,15925,122.9,122.951,122.81,122.91,321423,TIP
2020-06-24 00:00:00+00:00,35,43,15925,122.85,123.02,122.72,122.74,336796,TIP
2020-06-25 00:00:00+00:00,35,43,15925,122.81,122.96,122.71,122.85,356156,TIP
2020-06-26 00:00:00+00:00,35,43,15925,122.94,123.08,122.92,123.06,354940,TIP
2020-06-29 00:00:00+00:00,35,43,15925,123.08,123.43,123.04,123.07,272633,TIP
2020-06-30 00:00:00+00:00,35,43,15925,123.1,123.355,122.815,122.93,872556,TIP
2020-07-01 00:00:00+00:00,35,43,15925,123.02,123.08,122.72,123.08,474771,TIP
2020-07-02 00:00:00+00:00,35,43,15925,122.97,123.6,122.97,123.42,380225,TIP
2020-07-06 00:00:00+00:00,35,43,15925,123.38,123.77,123.18,123.66,269201,TIP
2020-07-07 00:00:00+00:00,35,43,15925,123.75,123.8,123.46,123.69,267102,TIP
2020-07-08 00:00:00+00:00,35,43,15925,123.7,123.7,123.38,123.38,349708,TIP
2020-07-09 00:00:00+00:00,35,43,15925,123.55,123.92,123.5,123.79,247883,TIP
2020-07-10 00:00:00+00:00,35,43,15925,123.85,123.895,123.64,123.66,222995,TIP
2020-07-13 00:00:00+00:00,35,43,15925,123.66,123.93,123.41,123.5,221520,TIP
